Day,Away,Home,RA,RH,Inn
2,109,LAA,HOU,7,2,9
2,109,BAL,OAK,1,2,9
2,109,NYY,DET,4,2,9
2,109,MIN,KCR,3,4,9
2,109,TOR,BOS,1,2,9
2,109,TBR,CHC,6,5,9
2,109,ARI,WSN,1,6,9
2,109,ARI,WSN,0,1,9
2,109,PHI,COL,5,6,9
2,109,ATL,LAD,3,1,9
2,109,CIN,SDP,2,6,9
2,109,SFG,NYM,4,5,10
2,109,SFG,NYM,1,3,9
2,109,PIT,MIL,2,5,9
2,109,STL,MIA,5,1,9
3,110,TEX,SEA,2,4,9
3,110,LAA,HOU,6,0,9
3,110,BAL,OAK,1,0,9
3,110,CHW,CLE,1,11,9
3,110,CHW,CLE,1,2,9
3,110,NYY,DET,5,3,9
3,110,MIN,KCR,0,2,9
3,110,TOR,BOS,6,1,9
3,110,TBR,CHC,8,2,6
3,110,ARI,WSN,11,2,9
3,110,PHI,COL,9,6,9
3,110,ATL,LAD,1,5,9
3,110,CIN,SDP,0,6,9
3,110,SFG,NYM,5,2,9
3,110,PIT,MIL,2,4,9
3,110,STL,MIA,2,0,9
4,111,TEX,SEA,8,6,9
4,111,BAL,OAK,4,6,9
4,111,CHW,CLE,3,6,9
4,111,NYY,DET,0,3,9
4,111,MIN,KCR,1,0,9
4,111,TOR,BOS,3,2,9
4,111,ARI,WSN,4,3,9
4,111,SFG,NYM,2,6,9
4,111,PIT,CHC,4,3,9
4,111,STL,MIA,0,5,9
5,112,KCR,SEA,1,4,9
5,112,TOR,HOU,4,3,9
5,112,TEX,OAK,8,1,9
5,112,BAL,LAA,5,3,9
5,112,CHW,MIN,1,2,9
5,112,CLE,NYY,1,4,9
5,112,BOS,TBR,4,3,9
5,112,NYM,ARI,6,5,10
5,112,LAD,SDP,6,1,9
5,112,SFG,WSN,7,1,9
5,112,PIT,CHC,4,2,9
5,112,STL,CIN,4,2,9
5,112,MIL,PHI,2,4,9
5,112,MIA,ATL,0,3,9
6,113,KCR,SEA,7,13,9
6,113,TOR,HOU,3,2,9
6,113,TEX,OAK,2,0,9
6,113,BAL,LAA,5,4,9
6,113,CHW,MIN,2,9,9
6,113,CLE,NYY,4,5,9
6,113,COL,DET,0,13,9
6,113,COL,DET,3,2,9
6,113,BOS,TBR,2,3,10
6,113,NYM,ARI,2,5,9
6,113,LAD,SDP,2,3,10
6,113,SFG,WSN,5,2,9
6,113,PIT,CHC,0,21,9
6,113,STL,CIN,5,0,9
6,113,MIL,PHI,5,3,9
6,113,MIA,ATL,9,7,9
0,114,KCR,SEA,4,5,12
0,114,TOR,HOU,7,8,10
0,114,TEX,OAK,0,2,9
0,114,BAL,LAA,6,7,9
0,114,CHW,MIN,4,6,10
0,114,CLE,NYY,2,10,9
0,114,COL,DET,6,2,9
0,114,BOS,TBR,2,5,9
0,114,NYM,ARI,6,2,9
0,114,LAD,SDP,10,2,9
0,114,SFG,WSN,12,3,9
0,114,PIT,CHC,4,3,9
0,114,STL,CIN,1,4,9
0,114,MIL,PHI,1,0,9
0,114,MIA,ATL,5,4,9
1,115,HOU,TEX,2,6,9
1,115,CLE,LAA,0,3,9
1,115,BOS,TOR,2,6,9
1,115,LAD,ARI,4,0,9
1,115,COL,PHI,2,8,9
1,115,SFG,MIL,4,2,9
1,115,NYM,STL,5,2,9
2,116,SEA,TBR,8,4,9
2,116,HOU,TEX,5,1,9
2,116,OAK,SFG,2,8,9
2,116,CLE,LAA,1,4,9
2,116,KCR,CHW,6,0,9
2,116,DET,MIN,4,5,9
2,116,BAL,NYY,8,12,9
2,116,BOS,TOR,5,6,10
2,116,LAD,ARI,3,5,9
2,116,COL,PHI,3,10,9
2,116,SDP,CIN,9,6,9
2,116,CHC,ATL,1,3,9
2,116,MIL,PIT,12,8,9
2,116,NYM,STL,3,0,9
2,116,MIA,WSN,5,2,9
3,117,SEA,TBR,2,3,9
3,117,HOU,TEX,4,3,9
3,117,OAK,SFG,1,0,9
3,117,CLE,LAA,5,9,9
3,117,KCR,CHW,3,7,9
3,117,DET,MIN,0,5,9
3,117,BAL,NYY,2,5,9
3,117,BOS,TOR,7,1,9
3,117,LAD,ARI,1,3,9
3,117,COL,PHI,3,7,9
3,117,SDP,CIN,8,5,9
3,117,CHC,ATL,6,3,10
3,117,MIL,PIT,3,1,9
3,117,NYM,STL,5,10,9
3,117,MIA,WSN,2,1,9
4,118,SEA,TBR,1,2,9
4,118,HOU,TEX,3,2,9
4,118,CLE,LAA,1,4,9
4,118,KCR,CHW,5,2,10
4,118,DET,MIN,1,7,9
4,118,BAL,NYY,5,10,9
4,118,BOS,TOR,0,1,9
4,118,ARI,STL,3,8,9
4,118,COL,PHI,1,7,9
4,118,SDP,CIN,7,5,9
4,118,CHC,ATL,1,5,9
4,118,MIL,PIT,3,2,9
4,118,MIA,WSN,3,2,9
5,119,SEA,MIA,6,8,9
5,119,HOU,TOR,11,7,9
5,119,CLE,OAK,9,8,9
5,119,LAA,CHW,5,1,9
5,119,ATL,TEX,6,3,9
5,119,DET,LAD,1,5,9
5,119,NYY,KCR,12,2,8
5,119,MIN,TBR,1,6,9
5,119,BOS,BAL,3,1,9
5,119,ARI,STL,6,2,9
5,119,CIN,COL,4,10,9
5,119,SDP,PIT,7,3,9
5,119,WSN,SFG,14,4,9
5,119,CHC,MIL,1,11,9
5,119,PHI,NYM,0,3,9
6,120,SEA,MIA,1,3,9
6,120,HOU,TOR,1,2,9
6,120,CLE,OAK,3,1,9
6,120,LAA,CHW,0,4,9
6,120,ATL,TEX,1,3,9
6,120,DET,LAD,5,1,9
6,120,NYY,KCR,3,0,9
6,120,MIN,TBR,9,1,9
6,120,BOS,BAL,1,2,10
6,120,ARI,STL,2,0,9
6,120,CIN,COL,3,4,9
6,120,SDP,PIT,6,7,10
6,120,WSN,SFG,3,9,9
6,120,CHC,MIL,1,9,9
6,120,PHI,NYM,4,1,9
0,121,SEA,MIA,7,3,9
0,121,HOU,TOR,2,3,9
0,121,CLE,OAK,7,3,9
0,121,LAA,CHW,6,5,9
0,121,ATL,TEX,3,7,9
0,121,DET,LAD,3,6,9
0,121,NYY,KCR,6,4,9
0,121,MIN,TBR,9,3,9
0,121,BOS,BAL,5,9,9
0,121,ARI,STL,5,7,9
0,121,CIN,COL,1,10,9
0,121,SDP,PIT,5,2,9
0,121,WSN,SFG,11,5,9
0,121,CHC,MIL,2,0,9
0,121,PHI,NYM,6,10,9
1,122,SEA,HOU,0,3,9
1,122,TBR,OAK,6,1,9
1,122,LAA,CHW,0,3,9
1,122,KCR,STL,0,1,9
1,122,MIN,BAL,2,1,9
1,122,NYY,TOR,3,2,9
1,122,ARI,MIA,5,4,9
1,122,ATL,NYM,5,2,9
2,123,SEA,HOU,0,4,9
2,123,TBR,OAK,10,7,10
2,123,LAA,BOS,0,4,9
2,123,TEX,PHI,6,4,9
2,123,CHW,CHC,3,1,9
2,123,STL,KCR,1,7,9
2,123,MIN,BAL,7,2,9
2,123,NYY,TOR,9,1,9
2,123,ARI,MIA,5,4,9
2,123,WSN,COL,10,2,9
2,123,SFG,LAD,1,3,9
2,123,CIN,MIL,3,6,9
2,123,ATL,NYM,4,5,9
2,123,ATL,NYM,0,3,9
3,124,SEA,HOU,2,7,9
3,124,TBR,OAK,3,0,9
3,124,LAA,BOS,10,5,10
3,124,TEX,PHI,2,1,10
3,124,CHW,CHC,4,3,9
3,124,SDP,CLE,5,4,9
3,124,SDP,CLE,5,6,10
3,124,PIT,DET,2,3,9
3,124,PIT,DET,7,2,9
3,124,STL,KCR,10,0,9
3,124,MIN,BAL,4,9,9
3,124,NYY,TOR,1,2,9
3,124,ARI,MIA,8,7,9
3,124,WSN,COL,2,5,9
3,124,SFG,LAD,1,9,9
3,124,CIN,MIL,4,18,9
3,124,ATL,NYM,9,2,9
4,125,TBR,SEA,4,3,9
4,125,DET,HOU,2,3,9
4,125,LAA,BOS,8,0,9
4,125,TOR,CLE,5,6,9
4,125,MIN,BAL,3,5,9
4,125,WSN,COL,7,9,9
4,125,MIA,SDP,1,2,9
4,125,STL,SFG,7,1,9
4,125,CIN,MIL,5,10,9
4,125,NYM,PHI,8,7,9
5,126,TBR,SEA,8,7,9
5,126,DET,HOU,2,3,9
5,126,OAK,MIN,1,2,9
5,126,WSN,LAA,0,3,9
5,126,CHW,BOS,4,2,9
5,126,COL,ARI,1,4,9
5,126,MIA,SDP,2,3,9
5,126,STL,SFG,3,2,9
5,126,MIL,ATL,6,3,9
6,127,TBR,SEA,8,2,9
6,127,DET,HOU,2,3,9
6,127,OAK,MIN,0,1,9
6,127,WSN,LAA,7,3,9
6,127,CHW,BOS,3,1,10
6,127,TOR,CLE,8,3,9
6,127,TOR,CLE,2,8,9
6,127,COL,ARI,4,1,9
6,127,LAD,CHC,7,0,9
6,127,LAD,CHC,6,2,9
6,127,MIA,SDP,8,0,9
6,127,STL,SFG,7,13,9
6,127,PIT,CIN,2,9,9
6,127,PIT,CIN,8,5,9
6,127,MIL,ATL,2,3,9
0,128,TBR,SEA,1,2,10
0,128,DET,HOU,0,5,9
0,128,OAK,MIN,3,4,9
0,128,WSN,LAA,4,5,9
0,128,TEX,NYY,1,2,9
0,128,TEX,NYY,4,2,9
0,128,CHW,BOS,3,2,9
0,128,TOR,CLE,3,4,9
0,128,KCR,BAL,6,4,9
0,128,KCR,BAL,2,4,9
0,128,COL,ARI,0,4,9
0,128,LAD,CHC,7,1,9
0,128,MIA,SDP,2,3,9
0,128,STL,SFG,3,4,9
0,128,PIT,CIN,3,7,9
0,128,MIL,ATL,2,9,9
0,128,NYM,PHI,2,3,9
0,128,NYM,PHI,6,1,9
1,129,PHI,SEA,9,0,9
1,129,OAK,DET,2,0,9
1,129,TBR,LAA,3,11,9
1,129,TEX,NYY,0,1,9
1,129,CLE,CHW,12,9,11
1,129,KCR,BAL,1,6,9
1,129,MIA,ARI,3,4,9
1,129,COL,SFG,5,8,9
1,129,LAD,PIT,1,5,9
1,129,CHC,SDP,6,0,9
1,129,MIL,CIN,5,10,9
2,130,PHI,SEA,4,5,9
2,130,HOU,MIN,5,0,9
2,130,OAK,DET,0,6,9
2,130,OAK,DET,4,1,9
2,130,TBR,LAA,0,12,9
2,130,KCR,TEX,4,6,9
2,130,CLE,CHW,1,4,9
2,130,BAL,STL,5,3,9
2,130,BOS,ATL,9,4,9
2,130,TOR,NYY,5,6,9
2,130,MIA,ARI,3,9,9
2,130,COL,SFG,2,9,9
2,130,LAD,PIT,11,1,9
2,130,CHC,SDP,4,5,9
2,130,MIL,CIN,5,4,9
2,130,NYM,WSN,4,2,9
3,131,PHI,SEA,4,2,9
3,131,HOU,MIN,11,3,9
3,131,OAK,DET,9,0,9
3,131,TBR,LAA,4,2,10
3,131,KCR,TEX,8,2,9
3,131,BAL,STL,1,10,9
3,131,BOS,ATL,3,5,9
3,131,TOR,NYY,3,5,9
3,131,MIA,ARI,11,3,9
3,131,COL,SFG,1,7,9
3,131,LAD,PIT,3,5,9
3,131,CHC,SDP,7,5,9
3,131,MIL,CIN,11,14,9
3,131,NYM,WSN,3,8,9
4,132,HOU,MIN,5,0,9
4,132,OAK,DET,5,3,9
4,132,KCR,TEX,1,3,9
4,132,NYY,CHW,15,7,9
4,132,BAL,STL,3,2,9
4,132,PHI,LAD,9,7,9
4,132,CIN,PIT,4,0,9
4,132,NYM,WSN,4,1,9
5,133,SEA,NYM,2,1,9
5,133,HOU,WSN,6,1,9
5,133,LAA,OAK,2,0,9
5,133,BOS,TEX,7,1,9
5,133,NYY,CHW,10,4,9
5,133,CLE,MIN,8,12,9
5,133,BAL,DET,2,4,9
5,133,KCR,COL,14,10,9
5,133,TOR,TBR,2,5,9
5,133,CHC,ARI,3,4,9
5,133,PHI,LAD,12,10,10
5,133,SDP,ATL,11,6,9
5,133,SFG,STL,8,2,9
5,133,CIN,PIT,8,2,9
5,133,MIL,MIA,2,1,9
6,134,SEA,NYM,4,5,9
6,134,HOU,WSN,6,13,9
6,134,LAA,OAK,3,4,9
6,134,LAA,OAK,9,1,9
6,134,BOS,TEX,11,3,9
6,134,NYY,CHW,2,3,9
6,134,CLE,MIN,3,2,10
6,134,BAL,DET,0,3,9
6,134,KCR,COL,4,10,9
6,134,TOR,TBR,5,1,9
6,134,CHC,ARI,4,2,9
6,134,PHI,LAD,8,3,9
6,134,SDP,ATL,5,6,9
6,134,SFG,STL,0,4,9
6,134,CIN,PIT,1,3,9
6,134,MIL,MIA,3,9,9
0,135,SEA,NYM,8,7,9
0,135,HOU,WSN,8,0,9
0,135,LAA,OAK,4,1,9
0,135,BOS,TEX,1,7,9
0,135,NYY,CHW,5,1,9
0,135,CLE,MIN,1,3,9
0,135,BAL,DET,1,5,9
0,135,KCR,COL,8,7,9
0,135,TOR,TBR,0,3,9
0,135,CHC,ARI,3,2,9
0,135,PHI,LAD,4,5,9
0,135,SDP,ATL,7,3,11
0,135,SFG,STL,6,15,9
0,135,CIN,PIT,0,1,9
0,135,MIL,MIA,7,3,9
1,136,SEA,TOR,2,6,9
1,136,HOU,BOS,3,6,9
1,136,MIN,OAK,3,1,9
1,136,LAA,TEX,4,7,9
1,136,CHW,KCR,5,3,10
1,136,DET,TBR,3,2,9
1,136,NYY,BAL,6,2,9
1,136,ARI,LAD,4,5,9
1,136,SFG,COL,7,6,9
1,136,PIT,CHC,0,9,9
1,136,ATL,MIL,0,1,9
1,136,WSN,MIA,2,8,9
2,137,SEA,TOR,0,3,9
2,137,HOU,BOS,13,4,9
2,137,MIN,OAK,2,5,9
2,137,LAA,TEX,5,10,9
2,137,CHW,KCR,3,0,9
2,137,CHW,KCR,1,2,9
2,137,CIN,CLE,5,4,10
2,137,DET,TBR,1,8,9
2,137,NYY,BAL,5,4,9
2,137,ARI,LAD,6,7,9
2,137,ARI,LAD,3,12,9
2,137,SFG,COL,10,7,9
2,137,SDP,PHI,3,0,9
2,137,PIT,CHC,0,7,9
2,137,ATL,MIL,3,0,9
2,137,STL,NYM,1,3,9
2,137,STL,NYM,4,3,9
2,137,WSN,MIA,1,5,9
3,138,SEA,TOR,5,1,9
3,138,HOU,BOS,1,5,9
3,138,MIN,OAK,14,4,9
3,138,LAA,TEX,5,6,10
3,138,CHW,KCR,2,6,9
3,138,DET,TBR,1,6,9
3,138,NYY,BAL,3,2,9
3,138,ARI,LAD,3,5,9
3,138,SFG,COL,3,5,9
3,138,SDP,PHI,0,3,9
3,138,PIT,CHC,3,2,9
3,138,ATL,MIL,6,7,11
3,138,STL,NYM,4,11,9
3,138,WSN,MIA,5,4,10
4,139,SEA,BOS,6,12,9
4,139,TEX,HOU,1,5,9
4,139,CHW,KCR,7,4,9
4,139,CIN,CLE,4,2,9
4,139,NYY,BAL,6,9,9
4,139,ARI,CHC,3,1,9
4,139,SDP,PHI,2,0,9
4,139,STL,NYM,6,7,10
5,140,SEA,BOS,3,7,9
5,140,TEX,HOU,3,0,9
5,140,OAK,LAA,4,2,9
5,140,DET,CLE,1,6,9
5,140,MIN,KCR,6,4,9
5,140,TBR,BAL,6,8,13
5,140,CIN,TOR,1,2,9
5,140,ARI,CHC,10,6,9
5,140,LAD,PHI,4,1,9
5,140,SDP,SFG,8,7,10
5,140,WSN,MIL,0,7,9
5,140,STL,PIT,5,3,9
5,140,ATL,MIA,5,3,9
6,141,SEA,BOS,5,6,9
6,141,TEX,HOU,1,2,9
6,141,OAK,LAA,3,5,9
6,141,CHW,NYY,5,7,9
6,141,MIN,KCR,9,2,9
6,141,TBR,BAL,6,1,9
6,141,CIN,TOR,1,3,9
6,141,ARI,CHC,7,6,10
6,141,NYM,COL,5,1,9
6,141,NYM,COL,3,11,9
6,141,LAD,PHI,7,4,9
6,141,SDP,SFG,2,1,9
6,141,WSN,MIL,1,5,9
6,141,STL,PIT,5,4,9
6,141,ATL,MIA,4,3,9
0,142,SEA,BOS,4,8,10
0,142,TEX,HOU,2,5,9
0,142,OAK,LAA,1,4,9
0,142,CHW,NYY,3,1,9
0,142,CHW,NYY,5,0,9
0,142,DET,CLE,4,2,9
0,142,MIN,KCR,7,6,9
0,142,TBR,BAL,6,7,11
0,142,CIN,TOR,3,2,9
0,142,ARI,CHC,4,5,9
0,142,NYM,COL,2,0,9
0,142,LAD,PHI,3,4,10
0,142,SDP,SFG,10,1,9
0,142,WSN,MIL,8,2,9
0,142,STL,PIT,18,4,9
0,142,ATL,MIA,3,4,9
1,143,OAK,SEA,6,7,9
1,143,CLE,HOU,6,1,9
1,143,DET,MIN,4,5,9
1,143,KCR,ARI,5,9,9
1,143,BAL,NYY,6,4,9
1,143,TOR,STL,3,7,10
1,143,COL,PIT,1,2,9
1,143,LAD,WSN,10,1,9
1,143,MIL,SDP,2,3,10
1,143,NYM,SFG,13,3,9
1,143,CHC,CIN,7,4,9
1,143,PHI,ATL,7,3,9
2,144,OAK,SEA,7,5,9
2,144,CLE,HOU,3,7,9
2,144,TEX,LAA,3,5,9
2,144,BOS,CHW,16,3,9
2,144,DET,MIN,0,2,9
2,144,KCR,ARI,6,8,9
2,144,BAL,NYY,6,7,11
2,144,MIA,TBR,0,4,9
2,144,TOR,STL,8,1,9
2,144,COL,PIT,2,1,10
2,144,LAD,WSN,9,4,9
2,144,MIL,SDP,4,1,9
2,144,NYM,SFG,12,13,9
2,144,CHC,CIN,11,4,9
2,144,PHI,ATL,5,6,9
3,145,OAK,SEA,4,2,9
3,145,CLE,HOU,1,2,9
3,145,TEX,LAA,7,2,9
3,145,BOS,CHW,1,3,9
3,145,DET,MIN,4,2,10
3,145,BAL,NYY,0,2,9
3,145,MIA,TBR,4,5,9
3,145,COL,PIT,5,10,9
3,145,LAD,WSN,0,1,9
3,145,MIL,SDP,2,1,9
3,145,NYM,SFG,3,9,9
3,145,CHC,CIN,3,4,9
3,145,PHI,ATL,4,8,9
4,146,TEX,OAK,4,1,9
4,146,TOR,LAA,6,3,9
4,146,BOS,CHW,16,7,9
4,146,CLE,DET,3,4,9
4,146,KCR,MIN,3,2,9
4,146,NYY,TBR,7,2,9
4,146,LAD,ARI,14,1,9
4,146,COL,WSN,3,7,9
4,146,CHC,CIN,5,20,9
4,146,MIL,STL,4,3,9
4,146,PHI,ATL,4,1,9
5,147,HOU,SEA,1,6,9
5,147,TEX,OAK,8,5,9
5,147,TOR,LAA,4,3,9
5,147,KCR,MIN,7,10,9
5,147,BAL,BOS,12,8,9
5,147,NYY,TBR,2,0,9
5,147,LAD,ARI,6,4,9
5,147,PIT,SDP,3,4,9
5,147,SFG,CIN,1,5,9
5,147,MIL,STL,2,4,9
5,147,MIA,ATL,4,6,9
5,147,PHI,NYM,6,8,9
6,148,HOU,SEA,0,6,9
6,148,TEX,OAK,11,4,9
6,148,TOR,LAA,6,5,9
6,148,CHC,CHW,5,1,9
6,148,CLE,DET,8,1,9
6,148,KCR,MIN,7,3,9
6,148,BAL,BOS,3,5,9
6,148,BAL,BOS,4,2,9
6,148,NYY,TBR,1,3,9
6,148,LAD,ARI,3,2,9
6,148,COL,WSN,7,13,9
6,148,COL,WSN,3,2,9
6,148,PIT,SDP,4,2,9
6,148,SFG,CIN,2,3,9
6,148,MIL,STL,3,8,9
6,148,MIA,ATL,4,1,9
6,148,PHI,NYM,2,8,9
0,149,HOU,SEA,2,1,9
0,149,TEX,OAK,5,6,9
0,149,TOR,LAA,11,10,9
0,149,CHC,CHW,4,5,12
0,149,CLE,DET,1,2,9
0,149,KCR,MIN,3,7,9
0,149,BAL,BOS,2,12,9
0,149,NYY,TBR,2,4,9
0,149,LAD,ARI,3,1,9
0,149,COL,WSN,5,6,9
0,149,PIT,SDP,2,4,10
0,149,SFG,CIN,6,4,9
0,149,MIL,STL,8,0,9
0,149,MIA,ATL,3,6,9
0,149,PHI,NYM,4,5,10
1,150,HOU,OAK,5,1,9
1,150,TBR,TEX,5,9,9
1,150,KCR,CLE,3,7,9
1,150,MIN,DET,5,7,9
1,150,BAL,BOS,10,0,9
1,150,ATL,ARI,2,6,9
1,150,MIA,COL,1,7,9
1,150,PIT,LAD,6,5,9
1,150,SDP,STL,3,6,9
1,150,SFG,PHI,5,4,10
1,150,MIL,CHC,7,6,9
1,150,MIL,CHC,3,1,9
1,150,WSN,NYM,5,13,9
2,151,SEA,BAL,10,0,9
2,151,HOU,OAK,3,1,9
2,151,LAA,NYY,1,9,9
2,151,TBR,TEX,0,3,9
2,151,CHW,TOR,5,6,9
2,151,KCR,CLE,3,8,9
2,151,MIN,DET,8,2,9
2,151,MIN,DET,0,4,9
2,151,CIN,BOS,2,1,9
2,151,ATL,ARI,7,8,10
2,151,PIT,LAD,5,3,9
2,151,SDP,STL,2,3,10
2,151,SFG,PHI,7,4,11
2,151,MIL,CHC,7,8,9
2,151,WSN,NYM,0,10,9
3,152,SEA,BAL,2,9,9
3,152,HOU,OAK,5,4,9
3,152,TBR,TEX,4,3,11
3,152,CHW,TOR,3,7,9
3,152,KCR,CLE,0,4,9
3,152,MIN,DET,0,5,9
3,152,CIN,BOS,1,7,9
3,152,ATL,ARI,6,0,9
3,152,MIA,COL,14,1,9
3,152,MIA,COL,12,13,10
3,152,PIT,LAD,8,4,9
3,152,SDP,STL,2,5,9
3,152,SFG,PHI,5,6,9
3,152,MIL,CHC,3,4,10
3,152,WSN,NYM,0,5,9
4,153,SEA,BAL,7,6,10
4,153,LAA,NYY,1,6,9
4,153,LAA,NYY,1,2,9
4,153,TBR,TEX,3,1,9
4,153,CHW,TOR,3,8,9
4,153,MIN,DET,2,3,9
4,153,ATL,COL,13,6,9
4,153,NYM,LAD,0,2,9
4,153,SDP,MIL,4,5,9
4,153,SFG,MIA,0,3,9
4,153,STL,CHC,5,7,9
4,153,WSN,CIN,1,8,9
5,154,SEA,TEX,4,3,9
5,154,HOU,KCR,10,3,9
5,154,BOS,OAK,7,2,9
5,154,LAA,PHI,0,10,9
5,154,CHW,TBR,3,6,9
5,154,CLE,BAL,6,3,9
5,154,DET,NYY,0,13,9
5,154,MIN,TOR,9,3,9
5,154,ARI,PIT,8,6,9
5,154,ATL,COL,3,1,10
5,154,NYM,LAD,1,6,9
5,154,SDP,MIL,7,0,9
5,154,SFG,MIA,15,6,9
5,154,STL,CHC,14,5,9
5,154,WSN,CIN,8,5,9
6,155,SEA,TEX,2,3,9
6,155,HOU,KCR,0,6,9
6,155,BOS,OAK,8,0,9
6,155,LAA,PHI,2,7,9
6,155,CHW,TBR,3,2,9
